vendor_id,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,rate_code_id,store_and_fwd_flag,pickup_location_id,dropoff_location_id,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
2,2019-03-01 00:44:33,2019-03-01 01:01:57,1,3.70,1,N,107,262,2,15,0.5,0.5,0,0,0.3,18.8,2.5
2,2019-03-01 00:01:06,2019-03-01 00:14:04,2,2.07,1,N,170,114,1,10.5,0.5,0.5,2.86,0,0.3,17.16,2.5
2,2019-03-01 00:22:10,2019-03-01 00:30:41,2,1.28,1,N,144,79,1,7.5,0.5,0.5,1.5,0,0.3,12.8,2.5
2,2019-03-01 00:17:28,2019-03-01 00:40:34,1,4.44,1,N,229,145,2,18,0.5,0.5,0,0,0.3,21.8,2.5
2,2019-03-01 00:26:01,2019-03-01 00:42:27,4,7.29,1,N,138,255,1,22.5,0.5,0.5,4.76,0,0.3,28.56,0
2,2019-03-01 00:32:23,2019-03-01 00:35:10,1,.39,1,N,231,125,1,4,0.5,0.5,2.34,0,0.3,10.14,2.5
2,2019-03-01 00:58:10,2019-03-01 01:27:21,1,7.65,1,N,163,198,1,26,0.5,0.5,2,0,0.3,31.8,2.5
2,2019-03-01 00:19:03,2019-03-01 00:26:23,5,.99,1,N,161,229,1,6.5,0.5,0.5,2.06,0,0.3,12.36,2.5
1,2019-03-01 00:09:50,2019-03-01 00:40:47,1,18.30,2,N,132,246,1,52,2.5,0.5,12.2,5.76,0.3,73.26,2.5
1,2019-03-01 00:05:53,2019-03-01 00:18:17,0,2.80,1,N,142,249,2,11,3,0.5,0,0,0.3,14.8,2.5
2,2019-03-01 00:02:30,2019-03-01 00:05:19,1,.32,1,N,229,162,2,4,0.5,0.5,0,0,0.3,7.8,2.5
2,2019-03-01 00:27:09,2019-03-01 00:43:21,1,3.84,1,N,161,151,1,14.5,0.5,0.5,3.66,0,0.3,21.96,2.5
1,2019-03-01 00:56:02,2019-03-01 01:29:57,1,17.80,2,N,132,42,2,52,0,0.5,0,5.76,0.3,58.56,0
2,2019-03-01 00:38:20,2019-03-01 00:57:43,1,14.84,1,N,132,179,1,40,0.5,0.5,8.26,0,0.3,49.56,0
1,2019-03-01 00:22:44,2019-03-01 00:31:02,1,2.20,1,N,238,152,2,9.5,0.5,0.5,0,0,0.3,10.8,0
1,2019-03-01 00:32:56,2019-03-01 00:41:25,1,2.00,1,N,116,244,2,9,0.5,0.5,0,0,0.3,10.3,0
1,2019-03-01 00:59:13,2019-03-01 01:30:23,2,10.10,1,N,238,241,1,33,0.5,0.5,6.85,0,0.3,41.15,0
1,2019-03-01 00:17:20,2019-03-01 00:24:15,1,1.10,1,N,113,158,1,6.5,3,0.5,2,0,0.3,12.3,2.5
1,2019-03-01 00:19:33,2019-03-01 00:34:37,1,3.50,1,N,163,211,1,13,3,0.5,3.36,0,0.3,20.16,2.5
1,2019-03-01 00:36:55,2019-03-01 00:45:52,2,2.40,1,N,211,164,1,9.5,3,0.5,3.3,0,0.3,16.6,2.5
1,2019-03-01 00:54:22,2019-03-01 00:58:23,1,.80,1,N,233,230,2,5,3,0.5,0,0,0.3,8.8,2.5
2,2019-03-01 00:35:16,2019-03-01 00:42:26,2,1.34,1,N,113,186,1,7,0.5,0.5,1,0,0.3,11.8,2.5
2,2019-03-01 00:18:31,2019-03-01 00:28:04,1,2.30,1,N,238,75,2,9.5,0.5,0.5,0,0,0.3,13.3,2.5
2,2019-03-01 00:26:18,2019-03-01 00:41:30,3,7.35,1,N,132,205,2,22,0.5,0.5,0,0,0.3,23.3,0
2,2019-03-01 00:02:39,2019-03-01 00:19:15,2,4.45,1,N,246,262,1,16,0.5,0.5,3.96,0,0.3,23.76,2.5
2,2019-03-01 00:33:31,2019-03-01 00:35:49,2,.61,1,N,141,263,1,4,0.5,0.5,1.56,0,0.3,9.36,2.5
2,2019-03-01 00:07:12,2019-03-01 00:35:56,1,19.00,2,N,132,141,1,52,0,0.5,7.5,5.76,0.3,68.56,2.5
1,2019-03-01 00:00:29,2019-03-01 00:01:55,1,.50,1,N,162,141,1,3.5,3,0.5,0.73,0,0.3,8.03,2.5
1,2019-03-01 00:11:28,2019-03-01 00:17:29,1,1.90,1,N,162,236,1,7.5,3,0.5,2.25,0,0.3,13.55,2.5
1,2019-03-01 00:32:36,2019-03-01 00:46:39,2,2.60,1,N,161,79,1,11.5,3,0.5,3.05,0,0.3,18.35,2.5
1,2019-03-01 00:55:41,2019-03-01 00:58:23,2,.60,1,N,114,79,1,4,3,0.5,1.55,0,0.3,9.35,2.5
2,2019-03-01 00:25:54,2019-03-01 00:29:24,1,.49,1,N,79,79,2,4.5,0.5,0.5,0,0,0.3,8.3,2.5
2,2019-03-01 00:51:13,2019-03-01 01:00:41,2,1.50,1,N,170,50,2,8,0.5,0.5,0,0,0.3,11.8,2.5
1,2019-03-01 00:04:47,2019-03-01 00:39:13,1,17.60,2,N,132,100,1,52,2.5,0.5,5,5.76,0.3,66.06,2.5
1,2019-03-01 00:48:45,2019-03-01 01:05:12,1,4.50,1,N,230,202,1,16,3,0.5,3.95,0,0.3,23.75,2.5
1,2019-03-01 00:19:12,2019-03-01 00:22:19,1,.80,1,N,68,246,1,4.5,3,0.5,2.05,0,0.3,10.35,2.5
1,2019-03-01 00:30:34,2019-03-01 00:38:12,1,1.80,1,N,90,144,2,8,3,0.5,0,0,0.3,11.8,2.5
1,2019-03-01 00:12:19,2019-03-01 00:31:39,0,3.10,1,N,107,87,1,14,3,0.5,3.55,0,0.3,21.35,2.5
1,2019-03-01 00:38:28,2019-03-01 00:52:27,0,4.10,1,N,231,48,1,14,3,0.5,2,0,0.3,19.8,2.5
1,2019-03-01 00:19:25,2019-03-01 00:48:57,1,5.40,1,N,158,80,1,23,3,0.5,5.35,0,0.3,32.15,2.5
2,2019-03-01 00:32:33,2019-03-01 01:01:32,1,17.30,2,N,132,141,1,52,0,0.5,11.06,0,0.3,66.36,2.5
2,2019-03-01 00:03:38,2019-03-01 00:09:15,1,1.16,1,N,231,261,1,6,0.5,0.5,2.45,0,0.3,12.25,2.5
2,2019-03-01 00:20:46,2019-03-01 00:36:13,1,3.21,1,N,114,162,1,13,0.5,0.5,3.36,0,0.3,20.16,2.5
1,2019-03-01 00:13:45,2019-03-01 00:33:19,1,7.70,1,N,138,236,1,24.5,3,0.5,4.5,5.76,0.3,38.56,2.5
1,2019-03-01 00:05:52,2019-03-01 00:17:20,2,1.80,1,N,144,13,1,9.5,3,0.5,2,0,0.3,15.3,2.5
1,2019-03-01 00:32:56,2019-03-01 00:36:04,1,.50,1,N,181,106,2,4.5,0.5,0.5,0,0,0.3,5.8,0
1,2019-03-01 00:36:58,2019-03-01 00:48:03,1,4.10,1,N,106,14,2,14.5,0.5,0.5,0,0,0.3,15.8,0
1,2019-03-01 00:05:19,2019-03-01 00:23:58,2,1.90,1,N,234,148,1,12.5,3,0.5,3.25,0,0.3,19.55,2.5
1,2019-03-01 00:41:15,2019-03-01 01:04:25,1,6.10,1,N,87,61,1,21,3,0.5,3,0,0.3,27.8,2.5
1,2019-03-01 00:19:38,2019-03-01 00:26:54,1,1.90,1,N,164,229,1,8,3,0.5,2.35,0,0.3,14.15,2.5
2,2019-03-01 00:05:32,2019-03-01 00:14:11,1,1.59,1,N,100,48,1,8,0.5,0.5,1,0,0.3,12.8,2.5
2,2019-03-01 00:11:54,2019-03-01 00:18:46,1,1.06,1,N,88,261,1,6.5,0.5,0.5,2.06,0,0.3,12.36,2.5
2,2019-03-01 00:27:55,2019-03-01 00:36:49,1,1.78,1,N,211,107,1,8.5,0.5,0.5,2.46,0,0.3,14.76,2.5
2,2019-03-01 00:55:37,2019-03-01 00:59:02,1,.89,1,N,164,234,1,4.5,0.5,0.5,1.66,0,0.3,9.96,2.5
2,2019-03-01 00:26:50,2019-03-01 00:49:00,1,5.29,1,N,246,211,2,18.5,0.5,0.5,0,0,0.3,22.3,2.5
1,2019-03-01 00:01:24,2019-03-01 00:04:58,0,.00,1,N,234,234,1,4,3,0.5,0,0,0.3,7.8,2.5
1,2019-03-01 00:09:02,2019-03-01 00:18:26,1,1.10,1,N,234,68,1,8,3,0.5,1,0,0.3,12.8,2.5
1,2019-03-01 00:23:05,2019-03-01 00:31:31,1,2.20,1,N,158,48,1,9,3,0.5,2.55,0,0.3,15.35,2.5
1,2019-03-01 00:39:46,2019-03-01 00:46:18,1,1.50,1,N,142,239,1,7.5,3,0.5,2.25,0,0.3,13.55,2.5
1,2019-03-01 00:18:48,2019-03-01 00:33:53,1,3.00,1,N,230,140,2,13,3,0.5,0,0,0.3,16.8,2.5
1,2019-03-01 00:04:03,2019-03-01 00:12:37,1,1.40,1,N,148,107,1,7.5,3,0.5,1,0,0.3,12.3,2.5
1,2019-03-01 00:19:41,2019-03-01 00:25:59,1,.70,1,N,79,79,1,6,3,0.5,2.45,0,0.3,12.25,2.5
1,2019-03-01 00:34:02,2019-03-01 00:43:03,1,1.50,1,N,211,13,1,8,3,0.5,3,0,0.3,14.8,2.5
1,2019-03-01 00:58:01,2019-03-01 01:10:27,1,3.20,1,N,249,239,1,12,3,0.5,1.2,0,0.3,17,2.5
2,2019-03-01 00:04:10,2019-03-01 00:17:38,1,6.24,1,N,132,134,1,19,0.5,0.5,4.06,0,0.3,24.36,0
2,2019-02-28 23:56:59,2019-02-28 23:59:56,1,.53,1,N,170,164,1,4,0.5,0.5,1,0,0.3,8.8,2.5
2,2019-03-01 00:00:39,2019-03-01 00:15:57,1,3.49,1,N,164,236,1,14,0.5,0.5,4.45,0,0.3,22.25,2.5
2,2019-03-01 00:40:25,2019-03-01 00:49:02,1,2.04,1,N,163,90,1,8.5,0.5,0.5,1.84,0,0.3,14.14,2.5
2,2019-03-01 00:07:23,2019-03-01 00:41:57,1,14.00,2,N,130,152,1,52,0,0.5,14.64,5.76,0.3,73.2,0
1,2019-03-01 00:30:34,2019-03-01 00:50:39,2,4.90,1,N,170,179,2,18,3,0.5,0,0,0.3,21.8,2.5
1,2019-03-01 00:20:11,2019-03-01 00:35:13,2,4.40,1,N,249,263,1,15,3,0.5,2.5,0,0.3,21.3,2.5
2,2019-03-01 00:28:02,2019-03-01 00:35:21,1,1.21,1,N,161,229,2,6.5,0.5,0.5,0,0,0.3,10.3,2.5
2,2019-03-01 00:45:54,2019-03-01 00:51:19,1,1.14,1,N,196,95,2,6,0.5,0.5,0,0,0.3,7.3,0
2,2019-03-01 00:24:23,2019-03-01 00:44:23,1,10.30,1,N,132,39,2,30.5,0.5,0.5,0,0,0.3,31.8,0
1,2019-03-01 00:13:53,2019-03-01 00:27:55,2,2.00,1,N,107,68,1,11,3,0.5,2.95,0,0.3,17.75,2.5
2,2019-03-01 00:04:50,2019-03-01 00:12:11,1,2.02,1,N,255,232,1,8.5,0.5,0.5,3.08,0,0.3,15.38,2.5
2,2019-03-01 00:20:51,2019-03-01 00:26:38,1,1.25,1,N,79,137,1,6,0.5,0.5,1,0,0.3,10.8,2.5
2,2019-03-01 00:41:35,2019-03-01 01:10:18,1,6.95,1,N,48,82,1,25,0.5,0.5,8.64,0,0.3,37.44,2.5
1,2019-03-01 00:24:37,2019-03-01 01:08:59,1,5.80,1,N,264,87,2,28.5,3,0.5,0,0,0.3,32.3,2.5
1,2019-03-01 00:30:37,2019-03-01 00:34:22,1,.50,1,N,162,229,1,4.5,3,0.5,2.45,0,0.3,10.75,2.5
1,2019-03-01 00:39:01,2019-03-01 00:50:43,1,2.50,1,N,229,113,1,10.5,3,0.5,2.85,0,0.3,17.15,2.5
1,2019-03-01 00:31:22,2019-03-01 00:37:51,1,.80,1,N,162,229,1,6,3,0.5,1.95,0,0.3,11.75,2.5
1,2019-03-01 00:47:56,2019-03-01 00:52:44,1,1.00,1,N,249,231,2,5.5,3,0.5,0,0,0.3,9.3,2.5
1,2019-03-01 00:44:33,2019-03-01 01:10:14,1,18.70,2,N,132,263,1,52,2.5,0.5,15.25,5.76,0.3,76.31,2.5
2,2019-03-01 00:28:25,2019-03-01 00:34:05,1,1.49,1,N,246,230,1,6.5,0.5,0.5,1.03,0,0.3,11.33,2.5
2,2019-03-01 00:48:31,2019-03-01 01:00:34,1,2.78,1,N,90,143,1,11,0.5,0.5,3.7,0,0.3,18.5,2.5
1,2019-03-01 00:05:09,2019-03-01 00:40:39,1,19.40,2,N,132,238,2,52,2.5,0.5,0,0,0.3,55.3,2.5
1,2019-03-01 00:59:16,2019-03-01 01:02:42,1,.90,1,N,48,50,2,5,3,0.5,0,0,0.3,8.8,2.5
1,2019-03-01 00:01:42,2019-03-01 00:28:49,1,8.60,1,N,230,126,1,28.5,3,0.5,0.01,0,0.3,32.31,2.5
1,2019-03-01 00:28:12,2019-03-01 00:42:18,0,3.40,1,N,186,141,1,13,3,0.5,2,0,0.3,18.8,2.5
2,2019-02-28 23:58:34,2019-03-01 00:08:47,2,1.80,1,N,249,13,1,9,0.5,0.5,5,0,0.3,17.8,2.5
2,2019-03-01 00:12:40,2019-03-01 00:20:26,1,1.07,1,N,13,87,1,6.5,0.5,0.5,2.06,0,0.3,12.36,2.5
2,2019-03-01 00:51:29,2019-03-01 01:05:02,2,2.82,1,N,90,142,2,12,0.5,0.5,0,0,0.3,15.8,2.5
1,2019-03-01 00:06:06,2019-03-01 00:10:51,1,1.30,1,N,236,239,1,6.5,3,0.5,3.05,0,0.3,13.35,2.5
2,2019-03-01 00:05:47,2019-03-01 00:38:06,1,18.53,2,N,132,90,1,52,0,0.5,12.21,5.76,0.3,73.27,2.5
2,2019-03-01 00:16:33,2019-03-01 00:18:25,1,.34,1,N,262,236,1,3.5,0.5,0.5,0.7,0,0.3,8,2.5
2,2019-03-01 00:20:42,2019-03-01 00:22:26,1,.36,1,N,236,263,2,3.5,0.5,0.5,0,0,0.3,7.3,2.5
1,2019-03-01 00:27:59,2019-03-01 00:31:02,1,.80,1,N,263,140,1,5,3,0.5,2,0,0.3,10.8,2.5
1,2019-03-01 00:14:35,2019-03-01 00:43:53,1,7.00,1,N,87,188,1,25.5,3,0.5,5.85,0,0.3,35.15,2.5
1,2019-03-01 00:01:04,2019-03-01 00:27:45,2,5.60,1,N,209,80,1,22.5,3,0.5,5.25,0,0.3,31.55,2.5
1,2019-03-01 00:42:04,2019-03-01 01:10:16,1,13.90,1,N,255,243,1,39.5,3,0.5,8.65,0,0.3,51.95,2.5
1,2019-03-01 00:16:13,2019-03-01 00:25:42,4,1.30,1,N,170,230,1,8,3,0.5,3.5,0,0.3,15.3,2.5
1,2019-03-01 00:46:28,2019-03-01 00:52:21,2,.60,1,N,114,113,1,5.5,3,0.5,2.75,0,0.3,12.05,2.5
1,2019-03-01 00:16:18,2019-03-01 00:22:16,1,.90,1,N,116,166,3,6.5,0.5,0.5,0,0,0.3,7.8,0
1,2019-03-01 00:30:13,2019-03-01 00:34:54,1,.90,1,N,43,236,3,5.5,0.5,0.5,0,0,0.3,6.8,0
2,2019-03-01 00:07:00,2019-03-01 00:46:46,1,4.09,1,N,107,255,2,25.5,0.5,0.5,0,0,0.3,29.3,2.5
2,2019-03-01 00:26:10,2019-03-01 00:54:55,1,7.05,1,N,230,83,1,25,0.5,0.5,0,0,0.3,28.8,2.5
1,2019-03-01 00:24:51,2019-03-01 00:54:07,2,18.40,2,N,132,264,2,52,2.5,0.5,0,5.76,0.3,61.06,2.5
1,2019-03-01 00:17:10,2019-03-01 00:23:44,1,1.00,1,N,113,90,2,6,3,0.5,0,0,0.3,9.8,2.5
1,2019-03-01 00:57:18,2019-03-01 01:34:40,1,6.70,1,N,158,17,1,27,3,0.5,6.15,0,0.3,36.95,2.5
